externalKey,tier_short,tier_label,basis,saipe_numeric,saipe_percent,locale_code
TX|apple-springs-isd,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MO|appleton-city-r-ii,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
IA|ar-we-va-comm-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
NE|arapahoe-public-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
NE|arcadia-public-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MO|arcadia-valley-r-ii,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
CA|arena-union-elementary,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
CA|arena-union-elementary-point-arena-joint-union-high,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
KS|argonia-public-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
CO|arickaree-school-district-no-r-2,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
SD|arlington-school-district-38-1,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
OR|arlington-sd-3,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
SD|armour-school-district-21-1,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
OK|arnett,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
NE|arnold-public-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
OR|arock-sd-81,Tier 1,"Tier 1: K-12 Rural Remote, >30% SAIPE",Locale 43 and SAIPE ≥ 30%,41.2,41.2%,43
CO|arriba-flagler-consolidated-school-district-no-20,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
NE|arthur-county-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MI|arvon-township-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
AZ|ash-creek-elementary-district-4187,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
AZ|ash-fork-joint-unified-district-4471,Tier 1,"Tier 1: K-12 Rural Remote, >30% SAIPE",Locale 43 and SAIPE ≥ 30%,39.3,39.3%,43
MN|ashby-public-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
NC|ashe-county-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
NC|ashe-county-trac,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
OK|asher,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
KS|ashland,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|ashland-elem,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
ND|ashley-9,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
OR|ashwood-sd-8,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
TX|aspermont-isd,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
IL|astoria-cusd-1,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
KS|atchison-co-comm-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
GA|atkinson-county,Tier 1,"Tier 1: K-12 Rural Remote, >30% SAIPE",Locale 43 and SAIPE ≥ 30%,33.0,33.0%,43
MI|atlanta-community-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
OK|atoka,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
KS|attica,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
NE|auburn-public-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|auchard-creek-elem,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
IA|audubon-comm-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|augusta-elem,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|augusta-h-s,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
AR|augusta-school-district,Tier 1,"Tier 1: K-12 Rural Remote, >30% SAIPE",Locale 43 and SAIPE ≥ 30%,34.7,34.7%,43
PA|austin-area-sd,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MI|autrain-onota-public-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MO|ava-r-i,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
VT|averill-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
TX|avery-isd,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
ID|avery-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
VT|averys-gore-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
SD|avon-school-district-04-1,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
NE|axtell-community-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|ayers-elem,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
AZ|baboquivari-unified-school-district-40-4412,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
GA|bacon-county,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MI|bad-axe-public-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MN|badger-public-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
AZ|bagdad-unified-district-4468,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MN|bagley-public-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
ME|baileyville-public-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|bainville-k-12-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|baker-k-12-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
CA|baker-valley-unified,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MO|bakersfield-r-iv,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MI|baldwin-community-schools,Tier 1,"Tier 1: K-12 Rural Remote, >30% SAIPE",Locale 43 and SAIPE ≥ 30%,36.6,36.6%,43
OK|balko,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MO|ballard-r-ii,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
TX|ballinger-isd,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
TX|balmorhea-isd,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
SC|bamberg-03,Tier 1,"Tier 1: K-12 Rural Remote, >30% SAIPE",Locale 43 and SAIPE ≥ 30%,34.9,34.9%,43
NE|bancroft-rosalie-comm-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
NE|banner-county-public-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
ME|bar-harbor-public-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MI|baraga-area-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
KS|barber-county-north,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
AL|barbour-county,Tier 1,"Tier 1: K-12 Rural Remote, >30% SAIPE",Locale 43 and SAIPE ≥ 30%,35.4,35.4%,43
ME|baring-plt-public-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MI|bark-river-harris-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
KS|barnes,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
ND|barnes-county-north-7,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
CA|bass-lake-joint-union-elementary,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
VA|bath-county-public-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
NH|bath-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
OK|battiest,Tier 1,"Tier 1: K-12 Rural Remote, >30% SAIPE",Locale 43 and SAIPE ≥ 30%,35.9,35.9%,43
MN|battle-lake-public-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
NE|bayard-public-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
WI|bayfield-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
CO|bayfield-school-district-no-10jt-r,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
ND|beach-3,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
ME|beals-public-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
ID|bear-lake-county-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MI|bear-lake-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|bear-paw-cooperative,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|bear-paw-elem,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
OK|bearden,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
AR|bearden-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
OK|beaver,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
ME|beaver-cove-public-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
UT|beaver-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MI|beaver-island-community-school,Tier 1,"Tier 1: K-12 Rural Remote, >30% SAIPE",Locale 43 and SAIPE ≥ 30%,45.8,45.8%,43
ME|beddington-public-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
IA|bedford-comm-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
IL|beecher-city-cusd-20,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
ND|belcourt-7,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
NY|belfast-central-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
ND|belfield-13,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|belfry-k-12-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MO|belleview-r-iii,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
IA|belmond-klemme-comm-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
KS|beloit,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
KS|beloit-special-education-cooperative,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
TX|benavides-isd,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
WA|benge-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
TX|benjamin-isd,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
SD|bennett-county-school-district-03-1,Tier 1,"Tier 1: K-12 Rural Remote, >30% SAIPE",Locale 43 and SAIPE ≥ 30%,32.3,32.3%,43
OK|bennington,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
VT|bennington-rutland-supervisory-union,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MN|benson-public-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
TN|benton-county,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MS|benton-county-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
NH|benton-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
SD|beresford-school-district-61-2,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
AK|bering-strait-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MN|bertha-hewitt-public-school-dist,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
NC|bertie-county-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
NE|bertrand-public-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
NH|bethlehem-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
CO|bethune-school-district-no-r-5,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MN|better-health-collective,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
ND|beulah-27,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
AZ|bicentennial-union-high-school-district-4515,Tier 1,"Tier 1: K-12 Rural Remote, >30% SAIPE",Locale 43 and SAIPE ≥ 30%,34.9,34.9%,43
WA|bickleton-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|biddle-elem,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
LA|bienville-parish,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MI|big-bay-de-noc-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
CA|big-creek-elementary,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|big-horn,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
WY|big-horn-county-school-district-1,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
WY|big-horn-county-school-district-2,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
WY|big-horn-county-school-district-3,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
WY|big-horn-county-school-district-4,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
CA|big-lagoon-union-elementary,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
CA|big-pine-unified,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
TX|big-sandy-isd,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|big-sandy-k-12,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
CO|big-sandy-school-district-no-100j,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|big-sky-school-k-12,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|big-sky-special-needs-coop,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
TX|big-springs-charter-school,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
CA|big-springs-union-elementary,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
SD|big-stone-city-school-district-25-1,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
CA|big-sur-unified,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|big-timber-elem,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
CA|big-valley-joint-unified,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|bigfork-elem,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|bigfork-h-s,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
ND|billings-co-1,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
OK|binger-oney,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MN|birch-grove-community-school,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
WI|birchwood-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MN|bird-island-olivia-lake-lillian,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|birney-elem,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
SD|bison-school-district-52-1,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
CA|bitterwater-tully-elementary,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
OR|black-butte-sd-41,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
WI|black-hawk-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MN|blackduck-public-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MO|blackwater-r-ii,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
TX|blackwell-cisd,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|blaine,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
TX|blanco-isd,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
AR|blevins-school-district,Tier 1,"Tier 1: K-12 Rural Remote, >30% SAIPE",Locale 43 and SAIPE ≥ 30%,33.8,33.8%,43
ID|bliss-joint-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
NE|bloomfield-community-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|bloomfield-elem,Tier 1,"Tier 1: K-12 Rural Remote, >30% SAIPE",Locale 43 and SAIPE ≥ 30%,35.7,35.7%,43
MN|blooming-prairie-public-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MN|blue-earth-area-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
AZ|blue-elementary-district-4231,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
NE|blue-hill-community-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
VT|blue-mountain-union-school-district-21,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
OK|bluejacket,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
TX|bluff-dale-isd,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
OK|boise-city,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
SD|bon-homme-school-district-04-2,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MO|boncl-r-x,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
AZ|bonita-elementary-district-4224,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
TX|booker-isd,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
NE|boone-central-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
TX|borden-county-isd,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
WI|boscobel-area-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
OK|boswell,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MO|bosworth-r-v,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
ND|bottineau-1,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
ID|boundary-county-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
AZ|bouse-elementary-district-4513,Tier 1,"Tier 1: K-12 Rural Remote, >30% SAIPE",Locale 43 and SAIPE ≥ 30%,47.4,47.4%,43
TX|bovina-isd,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
ND|bowbells-14,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
SD|bowdle-school-district-22-1,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
AZ|bowie-unified-district-4171,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
WI|bowler-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MO|bowling-green-r-i,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
ND|bowman-co-1,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|box-elder-elem,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|box-elder-h-s,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
NE|boyd-county-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
IA|boyer-valley-comm-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
TX|boys-ranch-isd,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
TX|brackett-isd,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
AR|bradford-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
NE|brady-public-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
CO|branson-reorganized-school-district-no-82,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
WV|braxton-county-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MO|braymer-c-4,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
