Fiscal Year,State Name,County,Congressional District,Program Area,Program,Zip Code,Persistent Poverty Community Status,Borrower Name,Project Name,Investment Type,City,Lender Name,Funding Code,NAICS Industry Sector,County FIPS,NAICS National Industry Code,NAICS National Industry,Portfolio Type,Project Announced Description,Investment Dollars,Number of Investments,State Abbr,Award Type,Has Description
2024,Arizona,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Cobre Valley Regional Medical Center,AZ0715-B,Grant Funds,,Not Applicable,TELEMEDICINE- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to expand a telemedicine network in five hub/end-user sites in Gila and Pinal counties in Arizona. Telemedicine equipment will be added to Cobre Valley Regional Medical Center (CVRMC) hospital inpatient rooms and clinic patient rooms to support live telemedicine services for patients. The expansion of the telemedicine network will enable CVRMC to deliver high quality chronic care management, preventive care services, opioid and other drug treatment and health education benefiting 13,429 individuals.",817463,1,AZ,DL + TM,Yes
2024,Arkansas,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,St. Bernards Development Foundation,AR0741-B,Grant Funds,,Not Applicable,DLT GRANTS - SUBSTANCE USE DISORDER - MEDICAL,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip one hub site and six end-user sites throughout Craighead, Randolph, Lawrence, Clay, Mississippi and Cross counties in northeast Arkansas with telehealth technology equipment. Medical professionals at St. Bernards Medical Center in Craighead County, Arkansas will deliver virtual specialized healthcare to six locations benefiting 45,074 individuals.",303600,1,AR,DL + TM,Yes
2024,California,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Decent Inc.,CA0762-A,Grant Funds,,Not Applicable,TELEMEDICINE- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip one technical hub site and eight hub/end-user sites throughout rural counties in Wisconsin, North Carolina, California, Texas and Oklahoma with telemedicine equipment to allow providers to connect with their patients via telemedicine services and monitor and track high risk patients through advanced technologies. Remote monitoring will allow for continuous monitoring and real-time transmission of crucial health data to their healthcare provider. Medical professionals at the hub/end-user sites will deliver comprehensive primary care services across the eight locations benefiting 3,600 individuals.",996509,1,CA,DL + TM,Yes
2024,California,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Karuk Tribe,CA0740-B,Grant Funds,,Not Applicable,DLT GRANTS - SUBSTANCE USE DISORDER - EDUCATIONAL,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip one hub site and six hub/end-user sites throughout Humboldt and Siskiyou counties in northern California with videoconferencing and telehealth equipment. Medical professionals at the Karuk Tribe Health and Human Services in Humboldt County and Siskiyou County, California and at TeleMed2U in Placer County, California will deliver medical services including but not limited to: Psychiatry, Psychology, Infectious Disease, Neurology, Endocrinology, Chronic Disease Management, Substance Use Treatment and other Specialty Care services as necessary to six locations benefiting up to 4,000 individuals.",168048,1,CA,DL + TM,Yes
2024,California,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Mountain Valleys Health Centers,CA0761-A,Grant Funds,,Not Applicable,DLT GRANTS - SUBSTANCE USE DISORDER - MEDICAL,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip two hub/end-user sites and six end-user sites throughout Lassen, Siskiyou and Shasta counties in northeastern California with telemedicine and teledentistry equipment. Medical, dental and behavioral health professionals at Mountain Valley Health Centers in Lassen, Siskiyou and Shasta counties in California will deliver primary care, oral health services and behavioral health services, including substance use and opioid use disorder treatment, enabling access to telehealth services across eight locations benefiting 2,000 rural residents.",173000,1,CA,DL + TM,Yes
2024,California,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Persistent Poverty Community,"Erick Madrigal M.D.,M.B.A, Inc.",CA0760-A,Grant Funds,,Not Applicable,TELEMEDICINE- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip one hub site and eight hub/end-user sites throughout Tulare County, Colusa County, Glenn County, Tehama County and Shasta County in central and northern California with telemedicine devices. Medical professionals at Erick Madrigal M.D. M.B.A. Inc. in Tulare County, California will deliver primary medical care, behavioral health service and specialty care services to eight locations benefiting 7,215 individuals.",998008,1,CA,DL + TM,Yes
2024,Delaware,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Atracare,DE0702-A,Grant Funds,,Not Applicable,TELEMEDICINE- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip four hub/end-user sites throughout Sussex County in Delaware with telehealth equipment for urgent care. Medical professionals at Aspira Health LLC. dba Atracare in Sussex County will deliver urgent care services to the four locations benefitting 2,747 individuals. Additional Funding: $32,280.00 Applicant Contribution Districts: [DE 00] Representatives: Blunt Rochester, Lisa (DE 00) Senators: Coons, Chris (DE), Carper, Tom (DE) States/Counti",183530,1,DE,DL + TM,Yes
2024,Florida,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Gulf County School Board,FL0723-A,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip five hub/end-user sites throughout Gulf County in the Panhandle of Florida with interactive learning systems, large distance learning collaboration spaces and video conferencing equipment. Instructors at School Board facilities in Gulf County, Florida will deliver core instructional courses with highly effective and experienced teachers. The project will serve five locations benefiting 2,937 rural students and teachers.",990806,1,FL,DL + TM,Yes
2024,Florida,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Holmes County School Board,FL0724-A,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip seven hub/end-user sites throughout Holmes County in the Florida Panhandle with computing and conference systems to support distance learning. Instructors within the Holmes County Board of Education's schools will deliver distance learning courses to seven locations benefiting 3,401 students and teachers.",970931,1,FL,DL + TM,Yes
2024,Georgia,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Augusta University,GA0732-C,Grant Funds,,Not Applicable,TELEMEDICINE- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip one hub site and 14 rural end-user sites with Tele-Obstetrician emergency equipment in Appling, Bacon, Burke, Candler, Dodge, Decatur, Emanuel, Evans, Jasper, Jefferson, Jenkins, Richmond, Screven, Washington and Wilkes counties in Georgia. Medical professionals at Wellstar MCG Health in Augusta, Georgia will provide 24/7 emergency obstetric care to 14 locations benefiting 16,032 individuals.",332010,1,GA,DL + TM,Yes
2024,Georgia,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Wayne County Board of Education,GA0752-A,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip 10 hub/end-user sites throughout Wayne County in Georgia with distance learning technology, video conferencing equipment and networking devices to provide academic opportunities to staff and students, while enhancing connections between areas served. Special educators, counselors and other professionals will provide live virtual learning, workshops and professional training to 10 sites within Wayne County benefiting 5,530 rural students.",489643,1,GA,DL + TM,Yes
2024,Georgia,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Persistent Poverty Community,Albany State University,GA0749-A,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip two hub sites and four end-user sites throughout Dougherty, Crisp, Grady, Randolph and Lee counties in Georgia with synchronous conferencing systems and mobile video conferencing equipment. Instructors at Albany State University in Dougherty County, Georgia will deliver technical courses to four locations benefiting 25,049 residents.",767922,1,GA,DL + TM,Yes
